"ProbeID","SampleVar","LogVarRatio","DiffLevene","t","P.Value","Adj.P.Value","Bonferroni","chr","pos","strand","Type","UCSC_RefGene_Name","DMR","Enhancer","DHS","DMR_Overlap","DMB_Overlap"
"cg22666687",0.0571953481428022,0.0324268466252494,0.00451756343239548,5.33055146579985,6.70457345544261e-07,0.000604065751895554,0.273037049399445,"chr6",31670396,"+","II","BAT5","RDMR",NA,NA,"",""
"cg04026887",0.0831840801566831,0.0327830782750192,0.00641387563018689,5.32672633051787,6.81381570595652e-07,0.000612553007044026,0.277485830809373,"chr6",150462309,"-","II","","CDMR",NA,NA,"",""
"cg01423643",0.110751156109662,0.0373382942984963,0.0109463997255813,5.32289514993212,6.92497640686431e-07,0.000621174959671328,0.282012739193142,"chr1",160992358,"-","II","F11R","",NA,NA,"Yes",""
"cg08946615",0.17727159073144,0.0417546398345439,0.0204791891034293,5.32192810043635,6.95331447971107e-07,0.000621382725305872,0.283166778871754,"chr6",86388512,"-","I","SNHG5","",NA,NA,"","Yes"
"cg08946615",0.17727159073144,0.0417546398345439,0.0204791891034293,5.32192810043635,6.95331447971107e-07,0.000621382725305872,0.283166778871754,"chr6",86388512,"-","I","SNORD50B","",NA,NA,"","Yes"
"cg08946615",0.17727159073144,0.0417546398345439,0.0204791891034293,5.32192810043635,6.95331447971107e-07,0.000621382725305872,0.283166778871754,"chr6",86388512,"-","I","SNORD50A","",NA,NA,"","Yes"
"cg02431089",0.094865643349352,0.0377850310244877,0.00958565265252115,5.32177506636088,6.95780932517791e-07,0.000621382725305872,0.283349826958545,"chr6",4884396,"-","II","CDYL","",TRUE,NA,"",""
"cg13242754",0.0664582317958826,0.0306814120610335,0.0053227066188201,5.31835365522933,7.05904722529463e-07,0.000629044518835057,0.287472639202898,"chr14",57066100,"-","II","C14orf101","",TRUE,NA,"",""
"cg15356154",0.0394926811237308,0.0271004962860139,0.00290036425548573,5.31473308939867,7.1677479745157e-07,0.000637336430761954,0.291899368514177,"chr4",5928072,"+","I","","",NA,NA,"",""
"cg14871771",0.0506406011487556,0.031930930982417,0.00379581884155713,5.30918634114484,7.33746330105108e-07,0.000651005640998549,0.298810855472004,"chr7",637222,"-","I","PRKAR1B","",NA,NA,"",""
"cg17520942",0.0998312757720606,0.0319263969327896,0.00903626941503127,5.30542539100128,7.4547688022618e-07,0.000659975543869978,0.303588004703309,"chr15",93632611,"+","I","RGMA","",NA,NA,"",""
"cg19632842",0.0255618818693966,0.0304422987150734,0.00185895285107705,5.30459327091636,7.48096983629468e-07,0.000660858489610083,0.304655015613264,"chr20",62665572,"+","II","NCRNA00176","",NA,NA,"",""
"cg24273318",0.113747776447996,0.035827677014182,0.0101339061340638,5.30396621840281,7.50077340936643e-07,0.000661173693507315,0.305461496323039,"chr14",35409083,"-","II","C14orf19","",NA,NA,"",""
"cg18298706",0.17070220928001,0.0304747846732828,0.0153502568016511,5.29953166229614,7.64229726112944e-07,0.000672193688751537,0.311224913662235,"chr14",57857370,"-","I","NAA30","",NA,NA,"",""
"cg09450771",0.0919406199751409,0.0345242603230427,0.00836070371493209,5.29758506667385,7.70524278698862e-07,0.00067432137194179,0.313788307257325,"chr17",79073095,"-","I","BAIAP2","",NA,NA,"",""
"cg08753469",0.0274501864977372,0.0251346670600271,0.00195378905790279,5.29724896872871,7.71616215766277e-07,0.00067432137194179,0.314232987708659,"chr7",152842263,"+","II","","",NA,NA,"",""
"cg00717364",0.0807319487284721,0.0291131355155464,0.00605544180700531,5.295393743948,7.77670892887386e-07,0.000676058122935352,0.316698694419459,"chr16",49499613,"+","II","","",NA,NA,"",""
"cg17173891",0.186232715247075,0.0332355846737111,0.0167018367695756,5.29478641886727,7.79663028929312e-07,0.000676058122935352,0.317509971901173,"chr6",87967392,"+","II","ZNF292","",NA,NA,"",""
"cg19970425",0.12858281884682,0.0257098465471658,0.0089682695991546,5.29418171766785,7.81651518864364e-07,0.000676058122935352,0.318319764542323,"chr15",55581976,"+","I","RAB27A","",NA,NA,"",""
"cg26794028",0.0324594918984561,0.0344676193877722,0.00277110365392713,5.29380112284169,7.82905604502973e-07,0.000676058122935352,0.318830478377791,"chr1",171060058,"-","II","FMO3","",NA,NA,"",""
"cg21008784",0.0218803460414177,0.0345041389030616,0.00181470950006503,5.29337021671303,7.84327845639003e-07,0.000676058122935352,0.319409671858027,"chr12",38553846,"+","I","","",NA,NA,"",""
"cg16401173",0.0630271683792912,0.0336044472900321,0.00574234714404729,5.29314194623368,7.85082295133137e-07,0.000676058122935352,0.319716913870019,"chr16",89245911,"+","I","CDH15","",NA,NA,"",""
"cg08523258",0.12776459401507,0.0343895460931903,0.0122427053339711,5.29309903192363,7.85224209125362e-07,0.000676058122935352,0.319774706924213,"chr19",3985524,"-","I","EEF2","",NA,NA,"",""
"cg27662123",0.128753059037576,0.0315943438438247,0.0113005782594561,5.29106636533705,7.91974892629107e-07,0.00068043066650347,0.322523855274277,"chr14",100842884,"-","I","WARS","",NA,NA,"",""
"cg27662123",0.128753059037576,0.0315943438438247,0.0113005782594561,5.29106636533705,7.91974892629107e-07,0.00068043066650347,0.322523855274277,"chr14",100842884,"-","I","WDR25","",NA,NA,"",""
"cg22177795",0.143319239179998,0.0361466573754023,0.0137187414977288,5.29056626246505,7.93644467499952e-07,0.00068043066650347,0.323203772944681,"chr20",4982235,"+","I","SLC23A2","",NA,NA,"","Yes"
"cg19257550",0.0254710238200945,0.0292052638561238,0.00184527665632947,5.28912793642304,7.98465483675155e-07,0.000683125802599482,0.32516708357187,"chr9",35673909,"+","II","CA9","",NA,NA,"",""
"cg24375007",0.033969183483094,0.0307172425587473,0.00262685485123691,5.28827750111895,8.01329460263834e-07,0.000684138806556193,0.326333409397844,"chr10",43725612,"+","II","RASGEF1A","",NA,NA,"",""
"cg20139338",0.0959219016891052,0.0318995425369806,0.00801311390134456,5.28724414089174,8.04822993982915e-07,0.00068568393492175,0.327756116069602,"chr11",64120656,"+","I","CCDC88B","",NA,NA,"",""
"cg02769252",0.0185546518482376,0.0344003617989652,0.00157625228609567,5.27940717673645,8.31807268654513e-07,0.000707194204371884,0.338745192086864,"chr17",25932535,"+","I","KSR1","",NA,NA,"",""
"cg17010968",0.131836902773275,0.0300186785784725,0.0102628645653104,5.27741690225041,8.38799918173872e-07,0.000711653578077179,0.341592878677128,"chr15",31619006,"-","I","KLF13","",NA,NA,"",""
"cg20585659",0.0533357183820898,0.0299890066066142,0.00414285442927587,5.27581060692184,8.44485397571482e-07,0.000714987687718104,0.34390823330701,"chr2",131583843,"-","II","","",NA,NA,"",""
"cg00996051",0.0928870891699568,0.0342082380328383,0.008206005804741,5.27210052187433,8.57761716501548e-07,0.000724721450601259,0.349314881428091,"chr2",64681080,"+","I","HSPC159","",NA,NA,"",""
"cg26353783",0.0330284922574007,0.0442286633193817,0.00385599336307114,5.27520830535358,8.67361207857848e-07,0.000730634231491668,0.35322417828803,"chr1",153892794,"-","II","GATAD2B","",NA,NA,"",""
"cg14518907",0.146658352620492,0.0312555196299933,0.0116081071835523,5.26918216499735,8.68348147760091e-07,0.000730634231491668,0.35362609969382,"chr6",31860292,"+","I","EHMT2","",NA,NA,"",""
"cg18531175",0.113957833664152,0.0309785983053604,0.00919763738802769,5.26825077459675,8.71753620463503e-07,0.000731987249796242,0.355012944397557,"chr5",43483681,"-","I","C5orf28","",NA,NA,"",""
"cg24010988",0.204393225936325,0.0357217695886115,0.0191015076743013,5.26559505707958,8.81535696495643e-07,0.000737674482256117,0.358996597040886,"chr6",74079677,"+","I","OOEP","",NA,NA,"",""
"cg06178104",0.0398329105284862,0.0301366316667138,0.00297310323578736,5.26507405571629,8.83467312852555e-07,0.000737674482256117,0.359783228486075,"chr17",43246560,"-","II","HEXIM2","",NA,NA,"",""
"cg16895086",0.0477897943749769,0.0328929877902547,0.00398515322122691,5.26494108514472,8.83960964983843e-07,0.000737674482256117,0.35998426338002,"chr15",28362399,"-","I","HERC2","",NA,NA,"",""
"cg10372349",0.00886120495265392,0.031235017806382,0.000734209634459741,5.26363068077102,8.88840283622902e-07,0.000740229460005878,0.361971317102591,"chr6",158093972,"+","I","ZDHHC14","",NA,NA,"",""
"cg05060807",0.0879469447604552,0.0297750370790222,0.00755861069358453,5.2609817932096,8.98784055539067e-07,0.000746983097064867,0.366020818777729,"chr7",151478249,"-","II","PRKAG2","",NA,NA,"",""
"cg12486944",0.0407150442779982,0.0274488228115263,0.00295799725281573,5.26000107295951,9.0249315449165e-07,0.000748538115536321,0.367531312235179,"chr17",80159399,"-","II","CCDC57","",NA,NA,"",""
"cg13853035",0.0642519208095213,0.0274125201898629,0.00499136904613843,5.25409997157804,9.25129328760866e-07,0.000765753237751837,0.376749667844575,"chr9",135868094,"+","II","","",NA,NA,"",""
"cg11070069",0.172432471590978,0.0404299139684231,0.0182219212728355,5.25281512486101,9.30131019921948e-07,0.000765988918295903,0.378786556553014,"chr6",105389370,"-","I","","",NA,TRUE,"",""
"cg13484946",0.148850780141169,0.0374188292870272,0.0144981564846117,5.25271931243453,9.30505059305184e-07,0.000765988918295903,0.378938880351443,"chr2",61293354,"+","I","KIAA1841","",NA,NA,"",""
"cg04543600",0.0620810033271022,0.0253451827426856,0.00446646402614233,5.25257804178079,9.31056830123862e-07,0.000765988918295903,0.379163583499642,"chr5",176077080,"-","II","TSPAN17","",NA,NA,"",""
"cg00242098",0.0426952096797266,0.0316939220201476,0.00332257212351741,5.24937864371154,9.43638979898294e-07,0.000774495838272019,0.384287538173781,"chr1",152730718,"+","II","KPRP","",NA,NA,"",""
"cg27583038",0.124126608858393,0.0278260770751646,0.0099467067319216,5.24898447129837,9.45200585454788e-07,0.000774495838272019,0.384923486420608,"chr1",234735904,"-","I","","",NA,TRUE,"",""
"cg08018103",0.213595786033712,0.0327849545088134,0.0195457151573459,5.24676234288177,9.54051460269221e-07,0.000778729917901825,0.388527916680038,"chr19",913261,"-","I","C19orf22","",NA,NA,"",""
"cg03707696",0.114005083294103,0.0312835625020751,0.00877825454705748,5.24672714482258,9.54192306356704e-07,0.000778729917901825,0.388585274840704,"chr10",81075467,"+","I","ZMIZ1","",NA,NA,"",""
"cg05236972",0.018358729639923,0.0296578553973728,0.00132401779373832,5.24554936695449,9.58916961458273e-07,0.000781020604602457,0.390509343384267,"chr22",46933233,"+","I","CELSR1","",NA,NA,"",""
"cg27507704",0.126627891145877,0.031134123402023,0.00969685299976508,5.2442069417344,9.64330000341983e-07,0.000783861703930677,0.392713749339269,"chr4",159593171,"+","I","C4orf46","",NA,NA,"",""
"cg27507704",0.126627891145877,0.031134123402023,0.00969685299976508,5.2442069417344,9.64330000341983e-07,0.000783861703930677,0.392713749339269,"chr4",159593171,"+","I","ETFDH","",NA,NA,"",""
"cg06850241",0.0584779812968824,0.0293329780740885,0.00423277757318669,5.24236815828132,9.71793018394369e-07,0.000788354503195102,0.395752988810923,"chr22",41845214,"+","II","","CDMR",NA,NA,"",""
"cg16316672",0.0560271310957369,0.0234319639312973,0.00385087832149638,5.23963827945898,9.82976972383503e-07,0.000795841998430279,0.400307542233458,"chr18",5237581,"-","II","LOC339290","",NA,TRUE,"",""
"cg16316672",0.0560271310957369,0.0234319639312973,0.00385087832149638,5.23963827945898,9.82976972383503e-07,0.000795841998430279,0.400307542233458,"chr18",5237581,"-","II","C18orf18","",NA,TRUE,"",""
"cg17726266",0.133575380962616,0.0307038366256995,0.0100684380794097,5.23532667168181,1.00089791179356e-06,0.000808743385906195,0.407605665598811,"chr15",71056137,"+","I","UACA","CDMR",NA,NA,"",""
"cg09826395",0.0578552784889971,0.0282560780678765,0.00465751756301352,5.23445503098473,1.00455946078617e-06,0.000810094652217864,0.40909679481056,"chr14",102685246,"+","I","WDR20","",NA,NA,"",""
"cg20409636",0.171418720269189,0.0339666237485457,0.0161331832791211,5.22964490710374,1.02500240208691e-06,0.000824946646696199,0.417421978225875,"chr12",58146180,"-","I","CDK4","",NA,NA,"",""
"cg26230145",0.0406489845144909,0.0298317433501265,0.00278913817022306,5.22378798487722,1.0504439000858e-06,0.000843755077544066,0.427782773870941,"chr1",18526256,"+","II","IGSF21","",TRUE,NA,"",""
"cg12620806",0.174124161372764,0.0422347920257033,0.0212819215105382,5.21526982641054,1.08855056810006e-06,0.000872642562802435,0.443301333353069,"chr12",5602045,"-","II","NTF3","",NA,NA,"",""
"cg09783738",0.151479660150202,0.0287748286115309,0.00924493742966458,5.21250870395696,1.10119023073505e-06,0.000879364413830505,0.448448709564541,"chr11",109964017,"-","I","ZC3H12C","",NA,TRUE,"",""
"cg05097579",0.154954376980988,0.0344220400024826,0.0129019188914026,5.21249481453513,1.10125417394996e-06,0.000879364413830505,0.448474749799383,"chr3",136750029,"-","II","","",NA,NA,"",""
"cg06456071",0.187178757022675,0.028109184577893,0.0121954729826907,5.20736447534009,1.12512285921257e-06,0.000896665671836767,0.458195033185729,"chr17",7198067,"+","I","YBX2","",NA,TRUE,"",""
"cg20343832",0.036449754049477,0.0235575342890727,0.00263646130201479,5.20205667071673,1.15034927924022e-06,0.000914979278959115,0.468468240477788,"chr12",52207897,"-","II","","",NA,NA,"",""
"cg14659179",0.0809581784771773,0.0328715960402158,0.00673930235732753,5.19982543468186,1.16111796459253e-06,0.000921744329471008,0.472853679900662,"chr3",119859180,"-","I","","",NA,NA,"",""
"cg03370490",0.0710067117431398,0.0277855866383507,0.00497054508818657,5.19341005596453,1.19263257442156e-06,0.000944920004357993,0.485687689607434,"chr11",1380305,"+","I","","",NA,NA,"",""
"cg25189085",0.14564936690298,0.0318648905384968,0.0107044668634113,5.19213727101649,1.19898358250072e-06,0.00094700494815434,0.488274074137593,"chr12",57644658,"+","II","STAC3","",NA,NA,"",""
"cg06974460",0.0156846263072691,0.0255908039523457,0.00107642936481295,5.19195117821534,1.19991492322148e-06,0.00094700494815434,0.488653353332716,"chr2",242615391,"+","I","DTYMK","",NA,NA,"",""
"cg02666966",0.220948895627605,0.033658224230609,0.0200249400316124,5.18924240383843,1.21355186928399e-06,0.000955915042164565,0.494206863247211,"chr16",28857347,"+","I","TUFM","",NA,NA,"",""
"cg21543519",0.0594100720875622,0.0304475013913274,0.00445245676134475,5.18393997137132,1.24068604403573e-06,0.000975401979264775,0.50525698457311,"chr1",168147972,"+","II","TIPRL","",NA,NA,"",""
"cg14334584",0.0801546784340851,0.0325647576403515,0.00604180143134571,5.18310009509558,1.24503799063155e-06,0.000976937411065093,0.507029271304792,"chr9",6252007,"-","I","IL33","",NA,NA,"",""
"cg18528853",0.0591087951685593,0.0373346518079676,0.00549454608462626,5.18001177162678,1.26116925435775e-06,0.000987691977526737,0.513598567144649,"chr7",140377261,"+","II","ADCK2","",NA,NA,"",""
"cg06126225",0.0985824407128048,0.0301075241475526,0.00674482136134131,5.17845359135169,1.26938544421333e-06,0.000990699459656812,0.516944528301439,"chr12",128318160,"-","I","","",NA,NA,"",""
"cg24515799",0.166022056933866,0.0282152404809996,0.0122101312653757,5.17836108143201,1.26987488475094e-06,0.000990699459656812,0.517143848065971,"chr6",149867235,"+","I","PPIL4","",NA,NA,"",""
"cg14167688",0.0182294803790614,0.0290796472767725,0.00141168880064749,5.17549858512434,1.28511090408678e-06,0.00100066892866387,0.5233485645803,"chr6",30875054,"+","II","GTF2H4","",NA,NA,"",""
"cg20864707",0.00655441906431165,0.0324400660500835,0.000657106978621387,5.16951818707131,1.3175210020884e-06,0.00102394765345703,0.536547252890481,"chr17",21496299,"+","I","","",NA,NA,"",""
"cg20967819",0.0301207279520061,0.0295998481404402,0.00207032089523364,5.16613197489946,1.33622488523312e-06,0.00103650582568994,0.544164222262334,"chr11",11641450,"+","II","GALNTL4","RDMR",NA,NA,"",""
"cg23254389",0.0577475270314802,0.0305844609342572,0.00441315329140249,5.162073397476,1.35898459092634e-06,0.00105215635702174,0.553432884808844,"chr7",102098383,"+","II","ALKBH4","",NA,NA,"",""
"cg19396360",0.0388291477027688,0.0301293200762714,0.0027711151068449,5.16004350576563,1.37050946593986e-06,0.00105906574083266,0.558126274909348,"chr8",56436682,"-","II","XKR4","",NA,NA,"",""
"cg09603710",0.0666270091473126,0.0275901568315154,0.00494648532526596,5.15864931461565,1.37848035234655e-06,0.00106320779767038,0.561372338689609,"chr16",716055,"+","I","WDR90","",NA,NA,"",""
"cg04796189",0.0366916917961278,0.0229814623414507,0.00229857066617976,5.15788610819114,1.38286292803557e-06,0.0010642218230034,0.563157098813206,"chr4",94750047,"+","II","ATOH1","",TRUE,NA,"",""
"cg09021817",0.0622140783277695,0.028661705616073,0.0042440049910468,5.15751105950761,1.38502156264179e-06,0.0010642218230034,0.564036181170241,"chr17",1799727,"-","II","RPA1","",NA,NA,"",""
"cg18843326",0.0730706794733928,0.0291804416225742,0.00490689119376395,5.15286135774614,1.41205835136678e-06,0.00108264526647517,0.575046643010606,"chr6",169095875,"+","II","","",TRUE,NA,"",""
"cg16678014",0.150115585201823,0.043680030383395,0.0175353639129966,5.15206952394037,1.41671374607456e-06,0.00108264526647517,0.576942505951402,"chr16",66781270,"+","II","DYNC1LI2","",NA,NA,"",""
"cg22450693",0.102302095509294,0.0294032859438402,0.00789407260512415,5.15202532489906,1.41697404492982e-06,0.00108264526647517,0.577048510057222,"chr17",48624483,"+","I","SPATA20","",NA,NA,"",""
"cg18276943",0.111139023075016,0.0314521740305298,0.00977457589768567,5.15143487009319,1.42045586012399e-06,0.00108327315530479,0.578466444476895,"chr1",11853610,"-","II","MTHFR","",TRUE,NA,"",""
"cg13029429",0.174391159796276,0.0407644147307795,0.0172281869048853,5.14822513573086,1.43952982953047e-06,0.00109576741552863,0.586234127777987,"chr14",94500569,"-","II","OTUB2","",TRUE,NA,"",""
"cg03762994",0.0995042154479406,0.0302565468052298,0.00726305223142861,5.14328871390089,1.46935392088472e-06,0.0011163827613713,0.598379690741095,"chr17",6899332,"-","I","ALOX12","",TRUE,TRUE,"",""
"cg05062620",0.139909402087793,0.0299205025969183,0.0120647103654397,5.14176160360723,1.47870179311381e-06,0.00112139291793196,0.60218651822767,"chr16",56969986,"-","II","HERPUD1","",NA,NA,"",""
"cg03238709",0.116663731772557,0.0256646479355859,0.0076000466401267,5.13732723332431,1.50617624829204e-06,0.00114010543035445,0.613375215354448,"chr19",40359249,"-","II","FCGBP","",NA,NA,"",""
"cg19939124",0.0336223394861056,0.0297180955960613,0.00215294075701163,5.13167292076821,1.54193322767657e-06,0.00116500636284273,0.627936887639006,"chr7",2026965,"-","II","MAD1L1","",NA,NA,"",""
"cg25623174",0.225916523611716,0.0334447281309577,0.0190189783651896,5.12991033628761,1.55324805763922e-06,0.00116921680636055,0.632544738992997,"chr19",1487019,"-","I","PCSK4","",NA,NA,"",""
"cg16366073",0.0681351220094577,0.0358603700726179,0.00653460829247808,5.12915929051183,1.55809396007939e-06,0.00117070063172821,0.63451818430273,"chr21",32185576,"+","II","KRTAP8-1","",NA,NA,"",""
